world,region,country,state,tier,channel,segment,scenario,fy,quarter,month,amount,room_nights_sold,rooms_available
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,170297.15,767,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2029,Q3,2029-09,167126.94,661,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2029,Q3,2029-09,137225.77,686,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,176836.86,628,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2029,Q3,2029-09,139290.22,787,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2029,Q3,2029-09,136655.46,795,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,174972.55,749,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2029,Q3,2029-09,151356.04,760,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2029,Q3,2029-09,146547.68,700,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,141475.82,692,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2029,Q3,2029-09,122399.56,714,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2029,Q3,2029-09,141771.79,712,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,166080.91,626,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2029,Q3,2029-09,153592.72,716,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2029,Q3,2029-09,117499.61,751,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,178764.85,771,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2029,Q3,2029-09,147997.02,677,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2029,Q3,2029-09,156923.64,780,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,160788.37,671,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2029,Q3,2029-09,140971.51,754,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2029,Q3,2029-09,117241.63,779,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,165842.09,769,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2029,Q3,2029-09,138378.13,611,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2029,Q3,2029-09,151549.30,676,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,163760.85,723,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2029,Q3,2029-09,124393.19,730,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2029,Q3,2029-09,152650.95,714,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,154924.25,731,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2029,Q3,2029-09,130990.59,665,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2029,Q3,2029-09,138678.78,669,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,170510.58,632,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2029,Q3,2029-09,139345.23,625,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2029,Q3,2029-09,150783.48,648,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,181442.91,653,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2029,Q3,2029-09,147960.03,705,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2029,Q3,2029-09,124144.71,635,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,132126.52,739,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2029,Q3,2029-09,147986.06,732,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2029,Q3,2029-09,138728.29,685,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,180128.39,620,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2029,Q3,2029-09,143345.75,651,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2029,Q3,2029-09,134432.25,644,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,158540.95,655,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2029,Q3,2029-09,160944.19,778,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2029,Q3,2029-09,151071.21,632,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,142973.38,670,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2029,Q3,2029-09,156782.63,694,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2029,Q3,2029-09,124984.79,761,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,147473.42,696,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2029,Q3,2029-09,137745.95,651,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2029,Q3,2029-09,158192.19,756,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,182403.11,705,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2029,Q3,2029-09,140229.88,738,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2029,Q3,2029-09,132432.04,601,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,140199.57,655,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2029,Q3,2029-09,165066.36,627,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2029,Q3,2029-09,138320.07,666,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,172734.24,634,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2029,Q3,2029-09,146470.86,719,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2029,Q3,2029-09,128769.76,701,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2029,Q3,2029-09,162666.65,697,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2029,Q3,2029-09,147334.20,660,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2029,Q3,2029-09,145999.17,731,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2029,Q3,2029-09,133286.69,665,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2029,Q3,2029-09,161611.77,758,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2029,Q3,2029-09,144508.17,719,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2029,Q3,2029-09,168696.14,712,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2029,Q3,2029-09,151988.37,681,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2029,Q3,2029-09,155905.25,663,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2029,Q3,2029-09,160448.53,779,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2029,Q4,2029-12,128681.26,669,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2029,Q4,2029-12,151608.73,787,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,162829.52,786,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2029,Q4,2029-12,130217.40,735,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2029,Q4,2029-12,158834.56,766,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,163428.93,684,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2029,Q4,2029-12,155759.61,602,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2029,Q4,2029-12,159359.12,656,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,158528.21,606,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2029,Q4,2029-12,166817.11,735,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2029,Q4,2029-12,145111.82,611,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,169922.00,650,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2029,Q4,2029-12,132729.68,720,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2029,Q4,2029-12,135628.81,724,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,184615.69,695,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2029,Q4,2029-12,157079.18,764,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2029,Q4,2029-12,131510.74,703,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,184508.29,769,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2029,Q4,2029-12,157326.81,655,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2029,Q4,2029-12,142484.79,772,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,154749.49,730,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2029,Q4,2029-12,149998.93,663,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2029,Q4,2029-12,117287.21,776,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,169563.69,781,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2029,Q4,2029-12,163846.79,730,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2029,Q4,2029-12,150788.15,716,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,140814.57,732,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2029,Q4,2029-12,141479.94,643,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2029,Q4,2029-12,125218.36,782,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,160174.52,789,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2029,Q4,2029-12,163102.20,759,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2029,Q4,2029-12,125201.31,791,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,133811.56,728,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2029,Q4,2029-12,162695.28,634,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2029,Q4,2029-12,127060.40,763,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,160840.20,690,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2029,Q4,2029-12,166363.77,671,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2029,Q4,2029-12,148896.31,725,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,149902.97,768,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2029,Q4,2029-12,149692.55,612,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2029,Q4,2029-12,121700.81,645,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,132903.16,722,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2029,Q4,2029-12,161297.39,790,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2029,Q4,2029-12,153354.93,626,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,178955.43,785,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2029,Q4,2029-12,150948.01,604,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2029,Q4,2029-12,118465.83,788,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,177703.84,607,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2029,Q4,2029-12,123757.24,644,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2029,Q4,2029-12,132021.95,739,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,140073.21,602,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2029,Q4,2029-12,161731.42,635,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2029,Q4,2029-12,136658.80,742,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,145246.87,625,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2029,Q4,2029-12,148218.75,777,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2029,Q4,2029-12,139262.63,760,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,142762.20,749,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2029,Q4,2029-12,153715.84,779,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2029,Q4,2029-12,133542.61,632,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,166988.51,750,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2029,Q4,2029-12,128151.12,799,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2029,Q4,2029-12,120768.81,739,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,154072.98,628,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2029,Q4,2029-12,167169.23,794,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2029,Q4,2029-12,116378.28,653,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,184374.86,604,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2029,Q4,2029-12,134275.22,666,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2029,Q4,2029-12,158254.71,742,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,157154.93,646,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2029,Q4,2029-12,142250.31,622,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2029,Q4,2029-12,119037.36,736,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,142004.96,663,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2029,Q4,2029-12,157790.60,643,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2029,Q4,2029-12,122075.93,727,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,184296.80,649,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2029,Q4,2029-12,131793.97,633,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2029,Q4,2029-12,120656.80,731,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,180602.32,659,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2029,Q4,2029-12,125217.00,711,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2029,Q4,2029-12,149772.50,651,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,168223.78,660,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2029,Q4,2029-12,156954.18,630,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2029,Q4,2029-12,153160.17,603,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,145167.66,744,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2029,Q4,2029-12,159688.68,606,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2029,Q4,2029-12,147523.12,696,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2029,Q4,2029-12,178515.72,669,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2029,Q4,2029-12,122775.21,646,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2029,Q4,2029-12,132140.26,716,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2029,Q4,2029-12,179444.90,726,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2029,Q4,2029-12,121436.77,700,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2029,Q4,2029-12,119204.75,785,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2029,Q4,2029-12,135736.83,653,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2029,Q4,2029-12,126107.39,788,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2029,Q4,2029-12,114336.61,714,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2029,Q4,2029-12,172413.43,686,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2030,Q1,2030-03,148741.69,732,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2030,Q1,2030-03,130301.52,607,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,150765.14,654,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2030,Q1,2030-03,122738.85,717,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2030,Q1,2030-03,146030.48,724,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,157712.30,745,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2030,Q1,2030-03,121210.21,621,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2030,Q1,2030-03,114103.18,634,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,138031.74,602,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2030,Q1,2030-03,166009.72,783,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2030,Q1,2030-03,126439.85,775,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,146492.82,766,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2030,Q1,2030-03,150944.79,600,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2030,Q1,2030-03,115767.90,630,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,154157.35,715,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2030,Q1,2030-03,132981.23,743,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2030,Q1,2030-03,143288.16,707,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,180839.96,633,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2030,Q1,2030-03,147130.05,709,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2030,Q1,2030-03,128225.45,784,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,150981.53,640,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2030,Q1,2030-03,141220.86,799,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2030,Q1,2030-03,132153.26,794,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,155435.23,742,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2030,Q1,2030-03,149232.88,636,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2030,Q1,2030-03,155974.02,625,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,163467.86,747,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2030,Q1,2030-03,147179.25,687,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2030,Q1,2030-03,139526.89,756,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,158341.83,686,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2030,Q1,2030-03,125220.97,619,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2030,Q1,2030-03,150492.87,664,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,154985.42,680,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2030,Q1,2030-03,162962.64,712,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2030,Q1,2030-03,118838.29,767,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,143384.80,680,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2030,Q1,2030-03,141542.97,701,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2030,Q1,2030-03,127207.28,618,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,181815.78,632,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2030,Q1,2030-03,156376.68,783,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2030,Q1,2030-03,124100.62,716,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,136778.35,686,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2030,Q1,2030-03,163115.01,605,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2030,Q1,2030-03,114196.25,649,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,152458.82,647,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2030,Q1,2030-03,140330.61,785,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2030,Q1,2030-03,119920.12,744,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,171563.42,772,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2030,Q1,2030-03,127641.33,713,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2030,Q1,2030-03,127932.14,758,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,158824.37,611,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2030,Q1,2030-03,129504.14,691,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2030,Q1,2030-03,134470.94,745,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,141446.30,775,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2030,Q1,2030-03,144559.23,710,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2030,Q1,2030-03,148145.13,632,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,135155.80,750,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2030,Q1,2030-03,143876.90,641,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2030,Q1,2030-03,139088.60,652,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,169174.05,633,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2030,Q1,2030-03,128343.06,785,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2030,Q1,2030-03,131119.83,604,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,173143.22,744,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2030,Q1,2030-03,127274.01,633,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2030,Q1,2030-03,126247.00,696,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,154074.91,643,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2030,Q1,2030-03,165534.12,659,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2030,Q1,2030-03,154857.35,601,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,166464.15,613,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2030,Q1,2030-03,125759.81,620,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2030,Q1,2030-03,119345.40,661,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,138313.71,600,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2030,Q1,2030-03,148372.66,631,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2030,Q1,2030-03,136770.31,733,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,137237.11,625,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2030,Q1,2030-03,137490.05,690,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2030,Q1,2030-03,123145.99,601,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,162629.80,675,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2030,Q1,2030-03,153061.88,725,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2030,Q1,2030-03,122898.20,674,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,177046.77,740,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2030,Q1,2030-03,130057.78,626,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2030,Q1,2030-03,151935.70,798,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,165792.24,759,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2030,Q1,2030-03,161668.74,775,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2030,Q1,2030-03,143430.15,703,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2030,Q1,2030-03,169554.32,771,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2030,Q1,2030-03,164638.69,701,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2030,Q1,2030-03,137009.77,670,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2030,Q1,2030-03,183078.79,711,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2030,Q1,2030-03,142950.49,758,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2030,Q1,2030-03,121397.98,648,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2030,Q1,2030-03,181530.36,635,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2030,Q1,2030-03,158408.59,650,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2030,Q1,2030-03,121841.22,632,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2030,Q1,2030-03,134926.47,736,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2030,Q2,2030-06,126423.70,638,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2030,Q2,2030-06,158744.91,717,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2030,Q2,2030-06,163775.71,755,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2030,Q2,2030-06,143668.18,678,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2030,Q2,2030-06,155582.33,633,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2030,Q2,2030-06,134288.57,721,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2030,Q2,2030-06,153206.10,687,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2030,Q2,2030-06,151031.05,625,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2030,Q2,2030-06,139633.89,703,900
